Date,Open,High,Low,Close,Adj Close,Volume
2020-04-01,153.000000,157.750000,150.820007,152.110001,149.016098,57969900
2020-04-02,151.860001,155.479996,150.360001,155.259995,152.102020,49630700
2020-04-03,155.100006,157.380005,152.190002,153.830002,150.701111,41243300
2020-04-06,160.320007,166.500000,157.580002,165.270004,161.908417,67111700
2020-04-07,169.589996,170.000000,163.259995,163.490005,160.164642,62769000
2020-04-08,165.669998,166.669998,163.500000,165.130005,161.771286,48318200
2020-04-09,166.360001,167.369995,163.330002,165.139999,161.781082,51385100
2020-04-13,164.350006,165.570007,162.300003,165.509995,162.143539,41905300
2020-04-14,169.000000,173.750000,168.000000,173.699997,170.166946,52874300
2020-04-15,171.199997,173.570007,169.240005,171.880005,168.384003,40940800
2020-04-16,174.300003,177.279999,172.899994,177.039993,173.439041,50479600
2020-04-17,179.500000,180.000000,175.869995,178.600006,174.967331,52765600
2020-04-20,176.630005,178.750000,174.990005,175.059998,171.499283,36669600
2020-04-21,173.500000,173.669998,166.110001,167.820007,164.406586,56203700
2020-04-22,171.389999,174.000000,170.820007,173.520004,169.990631,34620200
2020-04-23,174.110001,175.059998,170.910004,171.419998,167.933319,32790800
2020-04-24,172.059998,174.559998,170.710007,174.550003,170.999680,34277600
2020-04-27,176.589996,176.899994,173.300003,174.050003,170.509827,33194400
2020-04-28,175.589996,175.669998,169.389999,169.809998,166.356094,34392700
2020-04-29,173.220001,177.679993,171.880005,177.429993,173.821106,51286600
2020-04-30,180.000000,180.399994,176.229996,179.210007,175.564911,53875900
2020-05-01,175.800003,178.639999,174.009995,174.570007,171.019272,39370500
2020-05-04,174.490005,179.000000,173.800003,178.839996,175.202377,30372900
2020-05-05,180.619995,183.649994,179.899994,180.759995,177.083374,36839200
2020-05-06,182.080002,184.199997,181.630005,182.539993,178.827148,32139300
2020-05-07,184.169998,184.550003,182.580002,183.600006,179.865601,28316000
2020-05-08,184.979996,185.000000,183.360001,184.679993,180.923630,30877800
2020-05-11,183.149994,187.509995,182.850006,186.740005,182.941727,30892700
2020-05-12,186.800003,187.039993,182.300003,182.509995,178.797760,32038200
2020-05-13,182.550003,184.050003,176.539993,179.750000,176.093903,44711500
2020-05-14,177.539993,180.690002,175.679993,180.529999,176.858047,41873900
2020-05-15,179.059998,187.059998,177.000000,183.160004,179.434540,46610400
2020-05-18,185.750000,186.199997,183.960007,184.910004,181.148956,35264500
2020-05-19,185.029999,186.600006,183.490005,183.630005,179.895004,26799100
2020-05-20,184.809998,185.850006,183.940002,185.660004,182.390259,31261300
2020-05-21,185.399994,186.669998,183.289993,183.429993,180.199509,29119500
2020-05-22,183.190002,184.460007,182.539993,183.509995,180.278122,20826900
2020-05-26,186.339996,186.500000,181.100006,181.570007,178.372269,36073600
2020-05-27,180.199997,181.990005,176.600006,181.809998,178.608078,39517100
2020-05-28,180.740005,184.149994,180.380005,181.399994,178.205261,33810200
2020-05-29,182.729996,184.270004,180.410004,183.250000,180.022705,42130400
2020-06-01,182.539993,183.000000,181.460007,182.830002,179.610107,22622400
2020-06-02,184.250000,185.000000,181.350006,184.910004,181.653473,30794600
2020-06-03,184.820007,185.940002,183.580002,185.360001,182.095535,27311000
2020-06-04,184.300003,185.839996,182.300003,182.919998,179.698502,28761800
2020-06-05,182.619995,187.729996,182.009995,187.199997,183.903152,39893600
2020-06-08,185.940002,188.550003,184.440002,188.360001,185.042709,33211600
2020-06-09,188.000000,190.699997,187.259995,189.800003,186.457336,29783900
2020-06-10,191.130005,198.520004,191.009995,196.839996,193.373352,43872300
2020-06-11,193.130005,195.759995,186.070007,186.270004,182.989532,52854700
